"","id","longitude","type","district","latitude","name","href"
"168",2080,24.623760582014,"children","Nõmme",59.368480573466,"Rohula tn 30a","/object/view/2080"
"169",2081,24.633538133173,"children","Nõmme",59.361100809087,"Tirdi tn 12","/object/view/2081"
"170",2082,24.719524857469,"children","Nõmme",59.376912094169,"Mahla tn 56","/object/view/2082"
"171",2083,24.692356797696,"children","Nõmme",59.371996805888,"Pääsküla raba","/object/view/2083"
"172",2085,24.612171204524,"children","Nõmme",59.358260914938,"Soovildiku tn 16","/object/view/2085"
"173",2086,24.635637011526,"children","Nõmme",59.382039848753,"Tammepärja tn 2a","/object/view/2086"
"174",2087,24.63648142295,"children","Nõmme",59.366664867443,"Liipri tn 8","/object/view/2087"
"175",2089,24.660684676428,"children","Nõmme",59.384989049139,"Harku tn 62","/object/view/2089"
"176",2090,24.667199119791,"children","Nõmme",59.367370508654,"Ilmarise tn 51","/object/view/2090"
"177",2091,24.705468653108,"children","Nõmme",59.379882269654,"Lootuse puiestik","/object/view/2091"
"178",2092,24.715964967683,"children","Nõmme",59.375084401265,"Männiku tee 92b","/object/view/2092"
"179",2093,24.744675358179,"children","Nõmme",59.376146728908,"Piibri tn 2 // Valdeku tn 166","/object/view/2093"
"180",2094,24.626780436009,"children","Nõmme",59.353948328782,"Tammede pst 2a","/object/view/2094"
"181",2095,24.658237980119,"children","Nõmme",59.387645092339,"Torni tn 4a","/object/view/2095"
"182",2096,24.693103049921,"children","Nõmme",59.390414509398,"Piiri tn 8a","/object/view/2096"
"183",2097,24.642247453829,"children","Nõmme",59.369197649774,"Ränduri tn 4","/object/view/2097"
"184",2098,24.71077394072,"children","Nõmme",59.375048241505,"Võidu tn 60","/object/view/2098"
"185",2099,24.711343871489,"children","Nõmme",59.381200740888,"Võidu puiestik","/object/view/2099"
"186",2100,24.698867411981,"children","Nõmme",59.38267900906,"Õie tn 40 ","/object/view/2100"
"187",2101,24.656551086116,"children","Nõmme",59.373632472253,"J.V. Jannseni tn 24","/object/view/2101"
"188",2102,24.631130623524,"children","Nõmme",59.37356129966,"Päikese puiestee T3","/object/view/2102"
"189",2103,24.642639528971,"children","Nõmme",59.379955853991,"Hommiku tn 4e","/object/view/2103"
"190",2104,24.682557750963,"children","Nõmme",59.379638299777,"Sihi tn 98","/object/view/2104"
"191",2105,24.71353998067,"children","Nõmme",59.391595606506,"Tallinna tn 22","/object/view/2105"
"192",2106,24.707580724575,"children","Nõmme",59.387614681597,"Näituse tn 8","/object/view/2106"
"193",2107,24.639397520151,"children","Nõmme",59.38607519148,"Tihniku tn 1","/object/view/2107"
"194",2108,24.681803640465,"children","Nõmme",59.388929530187,"Üliõpilaste tee 3 (Turu plats 5 kõrval)","/object/view/2108"
"195",2109,24.678278102924,"children","Nõmme",59.376843248404,"Vabaduse pst 96 ","/object/view/2109"
"196",2110,24.699305874196,"children","Nõmme",59.374223192979,"Valdeku park","/object/view/2110"
"197",2114,24.680476623294,"children","Mustamäe",59.396651384468,"J. Sütiste tee 33a","/object/view/2114"
"198",2129,24.698263730512,"children","Mustamäe",59.39963255077,"J. Sütiste tee 7b","/object/view/2129"
"199",2133,24.704772098747,"children","Mustamäe",59.405568489554,"A. H. Tammsaare tee 68 // Sõpruse pst 177","/object/view/2133"
"200",2134,24.701306051457,"children","Mustamäe",59.407489239917,"Sõpruse pst 194a","/object/view/2134"
"201",2139,24.690847265842,"children","Mustamäe",59.399016222902,"J. Sütiste tee 4a","/object/view/2139"
"202",2143,24.696549663613,"children","Mustamäe",59.403878082111,"Sõpruse pst 208a","/object/view/2143"
"203",2158,24.693312914819,"children","Mustamäe",59.406542692543,"A. H. Tammsaare tee 79b","/object/view/2158"
"204",2168,24.682608807829,"children","Mustamäe",59.403487842243,"E. Vilde tee 79a // Mustamäe tee 181a","/object/view/2168"
"205",2172,24.691458478396,"children","Mustamäe",59.412714699415,"Mustamäe tee 137b","/object/view/2172"
"206",2177,24.684555942502,"children","Mustamäe",59.406202749729,"Mustamäe tee 169a","/object/view/2177"
"207",2182,24.680444212008,"children","Mustamäe",59.401209345492,"Mustamäe tee 199a","/object/view/2182"
"208",2185,24.676551065766,"children","Mustamäe",59.400282531906,"Keskuse tn 1 // Sõpruse pst 252 plats 1","/object/view/2185"
"209",2186,24.700576641685,"children","Mustamäe",59.400361532951,"J. Sütiste tee 7b","/object/view/2186"
"210",2189,24.696499748188,"children","Kristiine",59.417367875442,"Mustamäe tee 59a plats 1","/object/view/2189"
"211",2190,24.649649178364,"children","Haabersti",59.416915149079,"Õismäe tee 22a plats 2","/object/view/2190"
"212",2191,24.683594723232,"children","Põhja-Tallinn",59.440376059358,"Pelgurand (plats laevaga)","/object/view/2191"
"213",2192,24.837447240402,"children","Pirita",59.457134920542,"Pähkli tn 2","/object/view/2192"
"214",2193,24.852338625857,"children","Pirita",59.491951752698,"Kesktee 65","/object/view/2193"
"215",2194,24.874764556234,"children","Pirita",59.459462065395,"Rahvakooli tee 3","/object/view/2194"
"216",2195,24.852439055008,"children","Pirita",59.458997742823,"Lükati tee 2","/object/view/2195"
"217",2196,24.717301389688,"children","Kristiine",59.427170186285,"Endla tn 49b","/object/view/2196"
"218",2197,24.723923680182,"children","Kristiine",59.41683953022,"Tedre tn 29a","/object/view/2197"
"219",2198,24.730928477477,"children","Kristiine",59.416121542575,"Kotka tn 14a // Tedre tn 2b","/object/view/2198"
"220",2199,24.723023628183,"children","Kristiine",59.403037559171,"Seebi tn 36b","/object/view/2199"
"221",2200,24.826521944653,"children","Lasnamäe",59.44265287184,"Liikuri tn 58 plats 1 ","/object/view/2200"
"222",2201,24.73239516554,"children","Põhja-Tallinn",59.449405538104,"Kungla tn 63 (Kalamaja kalmistupark)","/object/view/2201"
"223",2202,24.641420672519,"children","Haabersti",59.40361305201,"Astangu tn 74","/object/view/2202"
"224",2203,24.764619968192,"children","Kesklinn",59.43184138247,"Lastekodu tn 3a // Tartu mnt 28b","/object/view/2203"
"225",2204,24.765788011778,"children","Kesklinn",59.436994612615,"Narva mnt 14a","/object/view/2204"
"226",2205,24.693894879911,"children","Põhja-Tallinn",59.443566907669,"Puhangu tn 53a","/object/view/2205"
"227",2206,24.759936258695,"children","Kesklinn",59.427372183834,"Juhkentali tn 10","/object/view/2206"
"228",2207,24.761747973016,"children","Kesklinn",59.43673395973,"aneeži tn 5a // V. Reimani tn 2a","/object/view/2207"
"229",2208,24.710885148613,"children","Kristiine",59.39555577884,"Energia tn 2b","/object/view/2208"
"230",2209,24.703652594328,"children","Kristiine",59.424146464808,"Sõstra tn 1a","/object/view/2209"
"231",2210,24.694146980197,"children","Mustamäe",59.40432857479,"E. Vilde tee 54","/object/view/2210"
"232",2212,24.653859526105,"children","Nõmme",59.389616167675,"Külmallika tn 15a","/object/view/2212"
"233",2213,24.665105339984,"children","Nõmme",59.389422691442,"Üliõpilaste tee 3","/object/view/2213"
"234",2214,24.687415904736,"children","Nõmme",59.385680842893,"Mai tn 1","/object/view/2214"
"235",2215,24.717347279857,"children","Nõmme",59.388100646795,"Vabaduse pst 4","/object/view/2215"
"236",2216,24.674757474544,"children","Põhja-Tallinn",59.454164802389,"Ankru tn 14","/object/view/2216"
"237",2217,24.693249596249,"children","Põhja-Tallinn",59.444721269978,"Randla tn 23a/Vihuri tn 8a","/object/view/2217"
"238",2218,24.724194922185,"children","Põhja-Tallinn",59.473191676902,"Pikakari supelrand","/object/view/2218"
"239",2219,24.791125606002,"children","Lasnamäe",59.431863145279,"Asunduse tn 7h","/object/view/2219"
"240",2222,24.575454398276,"children","Haabersti",59.44880056895,"Räime tn 52 plats 1","/object/view/2222"
"241",2223,24.779445442189,"children","Kesklinn",59.435697251784,"J.Poska tn 15 ","/object/view/2223"
"242",2226,24.724633732541,"children","Kristiine",59.424012592264,"Tulika tn 64b","/object/view/2226"
"243",2228,24.708716083853,"children","Põhja-Tallinn",59.452859371308,"Karjamaa tn 3 plats 1","/object/view/2228"
"244",2229,24.890488432541,"children","Lasnamäe",59.441722314933,"Ümera tn 22a","/object/view/2229"
"245",2231,24.806107368323,"children","Lasnamäe",59.43317297571,"Paepargi tn 9 // Pallasti tn 56 plats 1","/object/view/2231"
"246",2232,24.678132980118,"children","Mustamäe",59.399139723508,"Keskuse tn 1 // Sõpruse pst 252 plats 5","/object/view/2232"
"247",2233,24.677156656036,"children","Mustamäe",59.399893410482,"Keskuse tn 1 // Sõpruse pst 252 plats 3 ","/object/view/2233"
"248",2234,24.677607267151,"children","Mustamäe",59.399568453299,"Keskuse tn 1 // Sõpruse pst 252 plats 4","/object/view/2234"
"249",2235,24.674356429825,"children","Mustamäe",59.399407338918,"Keskuse tn 1 // Sõpruse pst 252 plats 6","/object/view/2235"
"250",2236,24.699425092868,"children","Mustamäe",59.406722697932,"Sipelga tn 6a","/object/view/2236"
"251",2237,24.622343001852,"children","Haabersti",59.432708179199,"Tanuma tn 91b","/object/view/2237"
"252",2238,24.746076488916,"children","Kesklinn",59.442846310853,"Rannamäe tee 11","/object/view/2238"
"253",2239,24.823267228305,"children","Pirita",59.453809578447,"Tamme tn 31","/object/view/2239"
"254",2240,24.602287184656,"children","Haabersti",59.442642737927,"Mirta tn 16","/object/view/2240"
"255",2241,24.605305988361,"children","Haabersti",59.442282846098,"Mirta tn 35a","/object/view/2241"
"256",2242,24.739206797778,"children","Kesklinn",59.429137809424,"Suur-Ameerika tn 14a","/object/view/2242"
"257",2244,24.631683105557,"children","Nõmme",59.362735149651,"Vabaduse pst 205","/object/view/2244"
"258",2246,24.64976033373,"children","Haabersti",59.417151142749,"Õismäe tee 22a plats 1","/object/view/2246"
"259",2249,24.697014458089,"children","Kristiine",59.41755883699,"Mustamäe tee 59a plats 2","/object/view/2249"
"260",2250,24.697448975949,"children","Kristiine",59.417520626828,"Mustamäe tee 59a plats 3","/object/view/2250"
"261",2251,24.778692772491,"children","Kesklinn",59.430742532989,"J. Vilmsi tn 52c","/object/view/2251"
"262",2252,24.740820144181,"children","Kesklinn",59.425253296474,"Kesk-Luha tänav // Kristiina tänav // Toom-Kuninga tänav T2 // Uue Maailma tänav // Virmalise tänav T1 // Väike-Ameerika tänav T1","/object/view/2252"
"263",2253,24.709654616672,"children","Kristiine",59.403851758692,"Nõmme tee 107 plats 2","/object/view/2253"
"264",2254,24.710030125934,"children","Kristiine",59.40331659596,"Nõmme tee 107 plats 3","/object/view/2254"
"265",2255,24.70983025159,"children","Põhja-Tallinn",59.452859093247,"Karjamaa tn 3 plats 2","/object/view/2255"
